attr1,attr2,attr3,attr4,attr5
64.1962,30.5852,51.6212,37.3503,69.1398
37.1620,69.9577,55.8671,57.2790,33.6488
63.5993,51.4440,41.8961,67.6922,70.6160
67.0657,29.2035,51.3977,32.9884,77.2191
35.6534,71.2158,57.0869,55.9956,33.1166
62.3732,49.7553,31.9494,76.2134,67.3162
50.1815,50.8746,17.2564,80.2347,23.6197
39.0505,74.5311,66.2224,49.3206,34.6250
65.3800,55.6464,30.2358,78.3442,64.7220
35.2187,76.3158,63.5052,59.9667,33.8482
34.7603,72.6328,58.7021,54.5904,33.8921
62.6746,56.0890,41.7652,59.4925,75.9539
47.1513,48.7735,27.9375,80.2300,19.3610
63.1629,51.8277,34.4891,72.0436,61.5667
65.7845,28.4746,56.1421,39.1071,71.2492
31.8727,77.6349,64.5397,57.6793,32.0033
37.8123,68.4011,63.7444,54.9972,27.3760
39.6454,69.2316,62.5627,55.6588,29.4734
64.6696,47.2825,29.4302,72.2373,65.0971
37.3122,67.3693,63.6424,52.2190,34.8890
73.9244,53.9975,41.1726,64.0895,81.9965
62.9703,43.6226,34.6392,74.5148,62.6828
62.4044,52.9542,39.6933,64.2436,76.0866
66.7698,21.5810,50.8656,30.2206,70.0312
55.9138,50.7978,21.6318,74.0652,22.1891
51.2763,44.9561,28.4449,76.9210,17.7185
52.2605,42.5937,23.8402,84.2686,20.3480
62.7545,55.4903,38.5029,65.9543,78.8126
49.0048,47.4759,21.0415,76.5105,13.4575
62.5010,45.6640,36.0342,75.6136,63.1920
52.9676,58.8775,26.3460,85.6313,18.5879
38.8318,72.3028,59.5566,53.0633,33.2154
64.6084,51.7177,36.5360,69.0014,78.3351
59.3837,51.5645,34.6615,76.4743,63.5650
63.9902,32.8301,53.2716,39.0140,58.2103
36.7877,73.3222,67.0104,56.9728,26.9273
53.1169,46.7771,23.4290,75.1081,23.7216
33.8009,75.1649,60.2395,52.9470,32.6520
65.9617,53.0236,42.0971,61.4806,77.4140
33.6587,77.3286,60.8362,58.1066,32.3110
37.2364,76.6574,60.5181,56.3683,30.0970
56.3889,30.8955,48.0978,39.2510,65.9924
67.7027,27.5926,56.3802,37.2694,70.4642
51.6242,45.4543,19.4923,80.7356,27.8987
63.3117,41.0640,31.8156,68.3334,64.2787
68.6309,49.8738,43.2423,66.3559,75.2580
60.6360,47.2620,33.7716,72.8855,68.0487
60.3881,39.6214,27.8300,73.4679,65.1369
65.6153,50.0503,39.9575,67.7357,74.7039
34.8101,68.7287,59.1002,51.1202,31.9853
69.9418,50.2744,36.9180,64.0693,76.5205
64.5312,52.5275,37.0021,59.9112,72.5988
34.7026,73.6330,60.2380,56.8395,30.2469
59.4926,30.2661,54.7301,36.0473,77.3106
53.7605,50.5894,21.0604,81.9981,16.7229
35.1333,73.9194,54.6874,58.5252,31.3462
76.1207,50.1646,41.1982,68.5105,78.8211
46.8968,50.0018,19.9700,77.4864,25.2972
65.2276,53.0307,43.7075,68.9804,79.3323
65.8990,32.8006,51.4055,33.2218,68.4030
38.7678,78.6334,59.8254,57.1900,31.7967
36.2867,75.6391,59.6114,58.6175,33.9589
65.7920,53.2094,42.5623,64.1726,72.1940
66.6392,52.6793,42.1433,63.9527,76.2508
35.0265,74.6569,63.5988,55.1219,33.1822
66.3395,45.7049,39.7088,64.4665,76.6722
51.7382,43.6433,24.5912,78.9013,22.3940
65.5172,50.8399,33.6043,69.5040,63.4953
62.8261,52.2062,37.0908,64.6889,72.1434
68.0026,53.4957,40.9870,69.4225,74.9293
36.1229,69.7632,58.1611,52.3120,31.2130
35.6193,71.9577,55.3056,61.0722,35.6171
67.1424,28.9852,54.2843,35.1896,69.6811
39.8534,66.1357,54.7068,61.9616,27.1941
35.6165,72.8203,64.9367,61.5186,28.9916
62.8613,32.5127,55.2527,42.5966,71.2985
64.6123,44.8501,28.9283,70.0866,66.7753
50.7190,52.2563,24.7523,77.5089,24.2421
51.1177,53.1260,16.8596,84.8028,18.5052
65.7258,48.1659,31.7857,76.8737,64.3459
35.9455,73.7702,65.5163,53.6819,31.6755
63.7792,46.8318,33.0869,75.4316,64.2339
49.1837,50.1070,21.7478,75.8357,24.2576
59.1427,44.3652,33.5271,64.5147,65.5261
51.2427,47.2915,21.8949,85.8414,20.3029
41.0553,75.8833,56.8253,52.9398,28.8092
49.6017,51.3112,21.1879,77.3858,26.4009
67.4096,55.0022,41.3196,62.5476,80.2731
54.0804,52.9542,24.4727,75.5084,16.9852
64.6258,29.9077,49.1099,36.5723,70.9345
34.5631,74.3257,60.7853,50.6056,28.2524
62.6155,31.1594,52.1508,36.1116,63.7979
33.4941,74.7235,57.8702,55.5525,35.8707
42.9215,73.8380,58.1719,65.0543,37.0887
66.8255,34.5258,52.9093,37.7503,72.0027
52.3548,49.0927,19.5489,80.0126,16.3597
53.7026,51.5881,19.4976,77.8684,21.7686
37.2736,70.7233,62.8478,55.9228,34.1990
61.2959,45.1818,35.3969,80.1094,66.0847
61.2894,34.8024,52.4438,38.1138,69.5006
52.6844,53.4276,19.7676,77.4880,19.3346
36.8718,79.3928,62.6476,59.7577,31.1930
65.6896,50.2177,43.7670,65.3809,79.8816
64.6764,23.3968,44.2891,35.6182,69.0792
52.5553,48.9142,19.6222,75.2576,17.7556
59.7711,56.1685,40.3717,62.6055,69.4925
68.9637,40.5343,33.8294,65.3969,61.6607
56.5083,52.3908,22.0496,74.6082,12.8619
72.9734,52.9208,40.2548,64.1143,74.9753
35.1875,78.2401,62.2823,60.6960,33.8791
40.0209,70.6124,54.5067,58.5545,30.9879
63.1354,47.5987,33.6413,73.3939,64.9187
53.9234,50.7402,28.1598,78.9544,19.8102
64.1352,29.1319,52.3498,37.7560,74.9569
63.0997,44.0734,30.2002,72.4573,66.0182
68.7874,50.9138,38.9154,62.4886,73.6411
66.9755,44.0434,37.3180,75.2557,62.0811
51.5876,48.0657,25.1806,81.1119,23.5515
52.8758,50.2155,20.9680,76.7317,22.1859
39.5948,74.4131,65.4841,55.5429,30.5457
40.0279,69.9497,60.1348,54.2568,33.9955
37.0079,78.1392,60.8981,53.9046,30.2982
35.0279,73.2444,59.1728,58.9999,32.1293
68.0936,54.2470,43.9284,65.4827,73.3150
61.9829,48.9669,31.9573,74.2868,65.5632
33.7962,72.1028,60.3393,53.9545,32.4088
50.1887,48.0146,14.0374,76.2880,26.6205
34.7884,69.5707,57.5387,58.2976,32.4712
34.7737,75.2604,58.6845,54.4859,34.3828
55.3293,43.4654,22.7060,79.6664,16.4193
55.3516,52.5297,33.4903,69.4635,63.0513
60.3604,51.5886,24.4167,82.1021,22.4327
38.7418,74.3755,51.6810,57.0129,30.5620
39.8980,79.7305,59.1528,60.4999,36.0602
58.2877,48.4644,26.8617,83.5053,20.6762
65.9312,50.8603,41.3056,67.8495,79.7148
58.5585,34.3133,47.4587,34.3322,71.0254
37.3564,72.0568,59.2716,61.2141,34.9954
54.2727,53.9802,22.3664,82.6216,25.2931
38.2507,72.4074,57.4077,56.6022,29.1711
68.4440,55.8026,45.3145,63.4216,74.7321
54.6981,47.4665,18.6874,79.6788,18.2010
59.2922,50.4539,21.4678,80.1007,15.5858
63.0109,25.4618,53.9826,34.1073,69.7513
64.7039,49.9384,36.4670,70.5173,73.6499
55.6553,44.3264,31.2034,71.6587,65.8074
63.1305,35.2125,51.0771,36.9670,70.5153
60.5782,30.0029,54.9643,35.2203,63.1327
71.1236,48.3818,37.3590,65.4206,80.9753
63.1101,22.3138,46.1796,35.6771,75.9688
64.8083,50.8181,37.3347,65.5565,83.4221
63.7119,30.9459,51.7417,37.3954,72.8298
58.0783,31.2224,55.8213,36.5530,63.9977
58.3093,43.6398,33.5967,73.5585,64.1208
65.0563,45.8885,29.6353,71.7167,64.1341
39.3397,69.7585,63.2238,59.8333,33.7622
59.3742,54.6169,36.6763,62.5570,74.2711
39.1842,66.7061,55.9312,51.9689,37.2505
65.0701,28.0528,47.4762,36.9961,69.0693
57.4988,52.1282,22.7119,83.2997,24.6021
48.1975,48.4019,19.4332,83.1360,16.7393
67.3734,35.1874,47.7782,33.5170,66.1613
64.1014,42.0528,38.1200,75.0468,66.2480
33.2676,69.5355,57.5878,58.5852,27.1580
48.6447,49.9439,14.9588,79.0158,23.3734
52.1752,51.0561,19.6014,80.5561,21.6462
55.1750,46.5547,17.6255,80.1105,22.7023
36.8341,70.2630,64.2928,57.7290,31.5679
63.9018,34.6861,50.8433,39.3494,68.5821
66.2795,31.7193,50.7001,38.1313,65.5753
60.7245,51.1932,38.4277,58.0251,76.5426
36.2301,72.8239,57.6694,50.8847,36.2302
68.1304,44.4378,38.0812,72.6377,70.9370
63.9938,47.2104,31.7028,70.3366,59.9869
64.0050,52.3200,40.8141,64.1138,71.9222
66.5482,56.4629,35.6696,64.0603,79.9732
47.0105,47.2320,21.8090,85.6018,14.5580
61.4197,48.6839,38.6988,68.7839,62.1184
55.7888,25.6120,55.0588,39.6626,67.1551
52.4388,50.7757,18.6528,77.2538,20.6590
59.5691,33.5535,45.6274,37.2479,69.6689
79.3683,32.3363,49.3316,36.3006,66.3117
38.8021,69.3963,61.6388,49.9934,35.9551
63.4762,34.2799,51.7322,32.9458,70.2874
46.6175,48.4231,26.8890,84.2983,29.3646
63.9619,53.6321,29.0781,71.6246,65.4178
46.8976,50.9706,18.1025,77.3426,23.4868
63.9605,53.9393,37.0988,66.5884,80.7557
65.4065,35.9631,48.4888,32.8844,70.4803
34.1605,71.0938,63.1171,56.3901,29.3516
58.8967,46.4402,30.2632,68.5682,66.3743
52.2208,47.7568,21.9668,79.5293,21.2346
33.5913,73.3794,59.6693,61.8122,34.1994
51.1417,40.6561,22.5833,81.7010,18.9632
46.5081,42.9841,23.0544,77.4234,20.7225
51.0840,52.8804,20.5224,84.6213,22.9216
63.3326,27.5121,48.1740,36.1186,63.2404
31.8280,76.3583,64.3480,55.2632,29.6480
62.9105,48.2768,36.5071,73.4968,62.0097
62.9925,42.6076,31.9625,69.5158,62.3615
66.2914,53.4832,44.3372,68.9478,76.9344
64.8246,44.6185,36.2710,77.8058,62.2499
61.4279,56.1941,38.8088,65.5538,75.5651
64.1904,47.9600,33.5929,75.3052,65.1730
37.8186,62.5294,61.6346,52.7393,34.3745
64.4896,55.2963,44.4397,66.1628,73.0617
60.9814,49.3449,35.6225,76.5559,65.3044
64.7291,55.1867,36.8809,61.5048,82.2027
28.5916,71.9922,62.9344,56.1525,27.9810
49.1069,46.2695,19.6019,83.3123,19.8855
66.1261,51.3131,33.3086,73.2670,68.0710
64.2555,53.9779,38.7099,66.0393,76.8754
32.3447,69.8163,52.8575,52.3319,33.2001
70.8998,55.0167,40.3532,60.3821,79.7693
68.9820,30.7313,53.1958,34.3999,64.0196
58.5066,29.2643,56.2226,35.2806,69.3674
64.1826,45.8297,36.3598,68.7810,61.2568
62.5239,34.3310,50.9473,35.2052,76.2793
39.5072,73.8978,59.6506,55.5009,29.5529
70.0967,30.7048,49.6769,34.7502,63.6794
65.1321,51.1521,41.2730,62.2526,72.0728
64.3688,56.0948,41.5752,71.2562,69.2921
52.6872,45.6866,27.3538,80.6527,25.0293
37.1415,74.0135,62.9325,61.3814,30.3609
62.5374,29.0625,50.7554,36.8354,65.2163
34.4430,74.0799,58.3753,54.1437,31.6880
63.9991,55.5404,37.2083,66.2082,80.9060
67.3574,56.6370,42.0843,68.5951,70.9553
33.6868,74.3171,63.5233,57.8921,38.7987
61.0728,28.0621,53.3711,39.2870,66.6860
67.5472,46.3733,35.5521,63.0818,73.7929
37.4473,71.2557,67.1667,57.4474,27.4073
53.1266,48.6358,16.6761,79.6290,15.3207
69.3784,51.4344,40.1494,66.5140,72.0288
61.0131,27.6229,51.5279,35.0446,77.4761
37.4410,78.0379,62.1721,52.6341,36.8644
42.5557,72.2970,59.8679,52.9926,36.5487
64.6469,26.5967,48.8439,35.7573,68.5580
63.2638,54.7643,41.3546,70.2889,73.3126
58.8087,52.0870,30.8482,77.0892,66.0665
36.2957,73.3207,62.4160,58.2007,32.7884
65.4048,32.0217,48.4694,40.5202,70.1095
54.1755,47.8338,20.2650,76.4844,19.1944
65.1317,52.3563,41.5407,61.6015,77.6148
59.0467,39.3380,36.8655,71.8123,62.8747
55.6898,43.0223,36.1019,75.0507,63.4053
62.7775,44.8234,35.3356,76.1531,68.3325
61.7268,50.0127,32.4965,70.6170,63.0987
59.4061,54.7684,44.3658,61.4521,77.9501
37.9734,73.2376,58.7622,56.9905,30.1958
35.9747,70.1825,60.0376,59.7111,30.2580
63.6613,30.8776,48.1188,33.4223,71.9404
58.9788,31.1627,53.9550,40.3156,72.2752
66.9280,52.2400,33.5778,68.6806,63.5074
65.9752,30.6637,46.7577,39.6481,64.4902
35.1497,72.9010,56.4801,57.5201,40.3549
49.3585,51.7154,24.5365,83.2245,20.1939
61.4934,54.3944,42.5934,68.4759,80.1426
49.2224,51.6731,22.6791,81.5700,28.7217
32.1079,76.7778,66.8332,49.9514,32.5751
51.3505,51.9315,26.6416,80.9502,21.7009
65.6574,47.8670,34.5852,71.4136,60.9463
37.1604,76.3128,60.4085,51.2549,34.2439
48.8951,55.0568,16.4254,78.7591,22.0933
61.3249,54.4716,34.1131,76.0882,66.4263
70.9055,47.5567,46.5463,64.9092,77.7449
72.9134,48.8609,29.1159,75.8975,62.3130
53.5359,49.7101,21.9583,82.1755,24.1754
35.2325,67.5481,63.8510,58.2275,28.5511
38.0506,73.8729,64.0406,61.3947,32.9484
65.9047,44.4018,29.0146,77.5169,68.2811
69.4452,35.3759,51.2340,36.7466,63.2624
51.4427,49.7240,22.9568,69.1924,26.0970
35.5005,66.4364,61.0147,51.7825,28.2736
65.3957,31.5198,55.4458,40.9832,75.0008
63.5166,52.3408,35.9436,62.4114,72.0166
72.2322,37.0000,50.2608,37.4559,68.0148
35.7231,67.2719,61.0995,56.0654,37.4171
58.3261,46.3009,30.7279,78.0273,64.9147
65.6261,54.7238,46.2240,62.5033,77.3460
41.6800,65.6445,57.8986,48.4901,28.5260
56.0339,56.7623,21.8929,79.4176,17.7590
69.5486,51.1435,46.8215,64.5954,72.8393
48.3541,49.0742,22.8885,82.3396,11.1311
36.4943,77.1663,61.0568,57.6122,25.4773
62.9217,48.2011,30.3373,71.5213,67.4218
57.7152,43.6390,36.9589,71.9057,66.7158
51.9992,49.4325,23.8534,81.5095,25.2598
59.4999,30.8298,51.2346,31.5594,66.5915
30.2800,68.3667,61.1178,54.7834,28.9659
66.2461,52.4586,44.1834,59.1551,74.7291
63.6377,42.2749,34.1630,78.8535,70.0899
68.0256,31.6480,51.3974,39.7972,72.2939
35.3063,72.6069,60.5121,57.8816,30.8300
47.1953,55.6252,21.1701,82.3514,19.5079
54.2761,52.5905,34.3981,72.2587,66.9271
58.7989,34.6007,53.0875,38.6749,59.4947
47.8633,43.3943,15.6961,81.3921,22.0370
65.4503,52.0733,39.3896,61.4692,71.3780
69.1819,57.1804,36.7956,59.8262,75.3201
40.0304,71.0849,61.5560,58.1494,30.1605
46.5471,44.3373,22.3265,84.0846,20.9688
48.5910,47.0151,19.2488,80.4855,27.3703
69.7529,57.4354,39.0524,63.0710,72.7565
69.9854,32.6299,48.8287,37.9375,67.4821
60.0696,52.3154,42.9334,63.1845,77.6538
72.8740,54.0674,38.6925,69.8394,79.4059
66.1434,30.2475,50.4830,29.2202,70.1783
60.1961,46.1475,32.8256,79.8709,62.0718
64.1224,48.6285,31.3399,67.4022,66.6334
73.2258,54.3733,35.4677,68.9167,75.4425
40.1236,72.6890,55.0783,50.3073,32.5219
60.9000,45.8250,27.1821,71.6498,63.4728
35.0223,69.4616,60.3192,60.8733,33.4096
53.8216,46.3138,26.8528,84.1176,21.5880
71.7591,50.6466,42.1440,68.4315,78.5043
54.7000,48.1086,27.9262,77.0184,24.9976
38.7907,72.6838,59.8907,57.7372,32.6688
64.1395,48.8044,32.5712,75.1431,64.2402
37.1164,66.3366,62.5932,60.7396,37.2398
64.5333,43.7392,35.8076,65.8667,62.8200
73.8484,49.6807,39.5844,62.0305,70.8463
60.9049,59.5550,34.5863,70.7882,68.5246
37.7974,73.6359,53.5687,62.6612,34.5553
38.6807,79.0086,56.3019,57.4488,36.2201
63.8979,39.7987,33.5342,76.8126,65.4938
61.3727,46.1917,34.8151,70.3592,65.7368
64.0099,54.9085,42.0848,71.5224,75.7478
60.4517,44.4347,32.1355,72.5110,67.4799
64.2486,60.2433,42.0848,61.9435,67.7649
54.6835,44.0694,29.4448,74.5192,67.1241
38.2227,73.7124,70.9379,57.0744,34.9127
65.7034,51.1316,37.9969,70.8100,79.4070
57.3328,50.6173,30.0529,70.8660,60.0636
61.5228,50.0286,30.5594,68.9212,61.7801
34.2150,75.0185,56.8492,51.0913,30.5570
61.5340,47.6132,33.2795,71.9590,61.3526
62.6639,37.8429,32.5932,70.3898,65.8159
66.6783,54.1945,37.8594,61.6730,72.1687
72.9342,52.1590,43.3040,61.8146,71.2253
35.9161,75.5775,53.3033,59.3604,37.7276
69.8965,53.4167,41.3112,69.4987,78.3066
36.7247,71.3489,66.3178,59.7129,34.2857
62.8802,50.0455,40.6866,67.0696,81.2668
58.7689,43.4534,36.3235,74.9306,65.3776
36.1201,66.3175,64.6417,55.1863,29.4990
35.9142,72.1031,61.1412,50.0903,32.7379
40.2600,77.2246,61.9516,57.3653,30.6157
69.4304,49.4535,40.9584,64.0095,80.0291
62.1573,27.6654,51.9999,37.4576,66.0244
36.2388,71.9805,56.8618,57.6004,29.8028
42.8594,75.7694,52.7859,59.5257,35.7102
63.2004,47.1180,30.4661,65.6908,64.7246
69.2384,48.9774,32.6405,72.8680,62.3123
49.9518,46.3077,19.2538,84.3401,23.8176
60.8132,31.1066,53.0468,39.6026,67.9838
63.3986,30.0727,50.8976,38.5177,65.8773
34.3233,74.3010,63.5088,58.9014,32.1390
30.3153,67.1686,53.5286,57.7477,30.2020
67.4038,48.9992,32.8002,73.0904,65.4533
62.6354,52.4483,40.3772,60.1390,74.2371
63.7388,31.6267,46.8235,37.4199,63.5182
68.5464,57.8733,40.1045,66.1794,75.4942
43.8043,70.9440,58.9441,59.5149,33.2969
30.8768,70.1757,59.9517,57.2864,31.5102
65.3842,55.9220,45.3246,58.7156,70.1541
53.8867,48.1519,22.1692,86.4506,17.0193
70.3463,50.2598,44.6471,72.5891,73.5840
47.6221,50.3042,22.1694,79.6235,26.5039
59.8223,40.9906,33.3153,68.7091,61.5900
36.7929,77.4623,58.3221,61.5808,34.7474
35.5894,73.6649,59.0733,59.9152,29.9689
62.1003,48.5252,30.2570,72.7047,62.5178
65.5167,49.1932,32.3994,73.4563,59.4948
61.9873,53.5347,31.0544,72.5239,65.4201
61.6360,46.2120,36.2140,59.2716,78.2706
40.9308,72.9625,65.3447,54.0774,36.1082
69.7288,27.1226,50.3154,36.0077,66.6215
69.0076,33.8472,49.0961,35.8988,69.2466
60.4636,43.8900,32.8588,74.7333,70.1835
65.0743,27.6708,51.3684,31.6445,66.2144
62.7424,47.2529,34.8007,74.0903,64.0935
40.1435,69.9235,58.2674,57.1805,27.2329
49.4947,53.1942,19.1761,78.4921,24.6347
60.0908,46.6487,36.8969,75.6458,62.1941
66.9125,44.9968,28.7920,69.4953,63.2197
62.2332,31.5534,55.9302,36.9263,71.5279
48.9210,50.5210,23.9599,80.0555,17.6219
53.1751,50.4495,21.6737,80.8044,20.7434
34.2556,72.2517,57.2166,55.1431,32.9624
39.1883,71.6826,58.8014,58.8766,31.1056
36.9405,66.9498,67.1800,54.2873,37.0800
59.2301,28.5084,43.4265,32.0763,62.9051
50.9347,49.3806,23.0645,78.4775,20.5967
65.8496,58.4613,37.2977,59.8427,75.0088
63.7711,50.9692,32.4035,75.5100,65.6340
35.1600,70.8655,57.6296,56.0788,35.5892
38.3402,64.0872,59.6922,58.4927,32.6101
67.3007,47.9763,30.3355,69.6387,66.5732
65.6508,31.8361,49.6705,33.9528,74.1365
53.2617,50.3875,26.6485,80.0834,26.4570
36.4085,70.9228,62.4236,55.9519,28.6483
58.3716,47.2679,24.8852,77.5679,21.8334
63.3317,44.4622,31.2655,73.0517,62.3991
62.8975,45.7558,35.0732,67.6171,67.0850
70.0169,52.1127,38.4739,69.1717,77.6158
71.5351,51.3825,35.4269,72.6149,66.9885
63.6718,45.8542,33.5437,71.9499,65.4222
63.7965,28.5233,48.0951,41.7128,73.1126
68.8518,52.7030,40.7246,62.3607,77.0929
70.6494,57.4544,37.2887,65.3733,78.2042
56.5197,48.3146,23.4576,80.7378,24.6775
66.4417,43.3216,38.1179,68.3722,62.0348
66.9467,54.8270,40.2433,65.8708,78.4614
67.9122,58.1253,45.9581,66.0328,82.7443
49.5886,47.9555,19.3487,85.2474,21.1124
39.1256,79.0664,59.1139,51.5711,30.4694
67.9188,53.3263,39.3093,64.4147,71.6425
66.6715,27.3514,54.6567,35.0774,71.1722
65.9870,40.3908,33.8697,71.2003,64.4900
64.3909,50.8472,36.1093,75.8962,60.8275
55.1894,47.2210,22.2173,75.1390,18.2964
39.0897,80.1410,58.8066,60.7721,31.8095
49.8023,50.3052,14.8767,86.7654,19.8457
56.1331,49.2834,16.2188,84.3213,19.9660
61.8156,54.2921,33.4965,70.9729,63.1416
48.6892,51.6289,25.6184,81.8834,23.5365
39.8341,73.6879,56.4405,62.3282,36.1278
60.4017,46.2045,41.5773,68.3485,73.5162
68.4787,55.0398,40.5723,54.4761,79.2083
37.5485,69.9414,59.4959,53.6071,25.1145
65.2545,47.1698,37.7975,71.6757,64.1794
61.2949,43.7814,34.8752,74.9038,65.3767
64.7399,53.0404,45.1030,72.7981,73.3532
74.7814,51.4114,44.3057,69.6956,82.1825
57.2814,53.4964,21.1540,80.3398,19.5349
51.1875,58.4953,26.1165,77.2296,23.6785
63.3810,31.7349,50.3700,37.4630,70.0540
69.8056,25.3928,53.1942,39.4396,66.1386
61.4958,44.0156,33.5656,74.0097,68.8560
63.7676,28.5590,47.1227,39.7338,73.6123
34.8344,75.2151,63.0149,53.1678,22.1593
62.7716,53.6395,35.0488,63.5256,80.1756
62.8473,28.7947,52.4980,37.7870,66.4800
57.4916,51.4066,32.7815,67.7775,65.9202
66.0808,52.7445,46.1743,69.8591,77.3373
37.5238,76.0069,59.5204,59.7092,31.8332
58.6747,28.9570,51.9911,37.0756,66.2412
70.3943,42.3812,30.3728,69.0256,64.7809
55.6074,51.6537,20.5618,80.1976,22.1962
63.6327,54.8051,41.6730,70.8571,78.9520
71.9850,57.8821,44.8776,64.6324,79.4987
51.9091,50.3504,23.5554,77.4859,18.4026
37.1517,71.8852,60.6213,58.8534,34.9447
32.5245,68.3950,55.3153,58.9152,33.6757
64.5514,29.8264,52.6038,36.6412,73.9732
59.7367,27.1748,51.2920,36.3440,70.1944
62.5481,30.1638,53.7744,33.1800,68.9605
62.2485,55.4553,26.8352,72.6209,72.2456
70.0238,52.3097,36.5889,63.8888,80.0619
57.1511,50.4417,15.7046,80.8725,23.3680
57.4994,47.8206,35.8845,75.9207,67.3463
65.5563,42.9764,37.6743,72.4983,64.1231
45.9158,46.1352,21.5506,81.7130,22.6681
48.3357,46.7708,19.8104,82.5937,18.3418
60.8399,48.5187,31.2906,63.8764,57.1029
61.7115,41.4395,33.7598,72.1626,59.9929
35.8957,73.6512,63.2116,56.5929,27.8394
63.9748,43.3444,34.9007,81.0687,63.9018
52.1159,49.2712,15.6092,81.3037,21.6912
52.0581,48.0773,18.5959,80.8160,25.6823
63.1678,31.4305,50.9137,36.7363,69.5661
61.9922,53.9622,36.5553,69.6097,65.1138
58.8042,49.1151,29.5898,72.6400,67.0048
51.5633,48.3870,17.2215,74.3043,21.2848
37.7013,70.4393,58.9645,58.3449,32.8496
39.0069,71.9502,50.2463,55.0237,30.6182
37.9520,71.3056,66.7666,56.8589,29.8515
65.7223,56.7578,41.5688,58.2184,77.8164
56.3963,45.2698,33.8527,74.4553,58.2941
38.7582,72.9163,55.7663,56.6289,31.4695
66.5395,30.8043,50.1488,38.5501,66.3803
61.3071,31.6383,52.7331,33.1098,67.8469
67.0771,53.8869,42.2574,66.7225,79.2974
66.3795,51.0082,37.7684,66.1745,85.9634
39.9725,78.0016,60.1995,50.7896,32.4876
37.2026,64.3656,62.0159,58.4920,32.8184
66.5993,51.6418,41.8045,64.0661,74.9129
69.3069,56.7899,36.3352,64.2550,79.0252
37.5517,71.9038,54.9851,55.6540,31.5973
68.5816,34.4607,52.3560,39.8099,76.6148
73.3319,52.3715,40.7250,65.5619,68.5436
63.3679,54.4764,43.4389,68.8258,76.5345
63.6985,54.0039,37.2247,63.8356,68.8924
53.9804,41.4577,29.4488,71.9699,61.4705
61.2284,29.4466,53.0994,33.9897,73.4846
70.3504,52.9089,41.3094,69.3618,78.5951
60.9837,50.3967,31.7592,69.4180,66.7096
62.3556,25.5050,48.2823,36.5250,73.2441
65.5596,32.5414,54.0975,39.9981,63.6730
63.2401,46.5322,33.2446,72.7975,64.8876
37.6355,77.6824,55.5456,54.3149,38.7230
58.6669,24.2899,56.1088,36.7748,64.3990
39.9529,75.8102,58.8135,55.0064,33.3207
54.5609,54.3258,20.4712,81.6712,17.2931
37.3228,73.9562,62.3903,53.3839,32.1964
62.4840,55.0719,37.1548,73.2564,75.3474
65.4563,31.8935,49.3783,34.2617,62.2484
66.7323,52.4399,39.3380,63.8370,76.6455
50.7060,48.2810,26.0630,77.5022,20.1256
61.9686,45.5338,33.0174,68.9279,65.6536
42.3372,67.6975,55.3790,60.2018,30.5636
38.8770,73.0919,58.3249,53.8119,33.3741
52.3441,46.5054,22.0088,79.4288,20.6059
60.6594,26.4009,56.0460,35.3823,70.5150
62.0696,50.5238,43.9913,61.1621,75.2539
56.2939,47.2966,13.8959,73.6752,26.3175
70.4871,56.7391,44.7058,68.2577,84.6734
64.9415,35.0986,48.9069,38.7549,64.0127
69.3772,26.8244,55.3320,39.8080,66.5898
69.5990,54.4661,40.6105,69.2510,72.2235
64.5376,43.6698,35.1505,73.8244,66.1662
64.2716,30.4051,51.4488,35.9433,73.5300
63.4771,30.2439,51.0323,35.9435,61.9482
54.5364,54.6887,18.6286,75.6032,25.2349
65.1155,51.6637,29.6561,78.7378,67.6375
37.4975,73.2404,65.1874,61.4332,36.7173
36.8623,74.2839,61.3554,57.6952,36.0156
32.6856,71.1035,58.5168,51.7064,31.5199
65.2045,55.0865,38.6237,70.0181,83.9577
50.0477,53.1918,18.6316,86.2613,19.1659
51.9489,44.9487,22.5483,76.0355,18.9679
67.4228,57.8017,43.6208,67.6953,74.2678
38.6598,77.4429,57.5759,64.7358,35.3847
48.3042,47.8313,23.8011,86.5259,20.6523
54.6843,49.1681,28.8017,79.2610,29.9907
60.6446,42.8107,33.4338,77.0189,65.3546
36.5420,79.5952,73.2776,56.1279,25.9150
36.2958,67.1957,63.9128,58.5036,39.7736
64.5061,50.9042,39.2287,63.2652,74.3597
38.3360,75.1675,57.3892,57.2073,30.4966
68.0769,52.3918,44.2179,66.3341,72.3227
65.7703,43.1132,36.9223,75.6127,67.1415
63.8530,44.4288,34.4594,73.2021,66.0717
65.9089,45.2813,31.5299,69.6305,67.8190
56.5341,50.9437,24.5178,80.3806,21.5989
68.7243,44.1103,37.5748,81.2805,64.6759
34.4272,67.1502,58.7489,60.6862,33.8985
67.4438,27.3638,53.8426,39.1025,69.2611
56.1593,48.1835,20.3327,81.2815,20.3977
62.6896,30.3459,51.5166,36.4029,65.0429
55.0801,44.9570,17.5592,77.2718,19.6414
67.5336,32.8155,53.7765,34.8064,66.9486
36.6778,75.5351,55.0160,60.2807,30.8918
51.6328,44.4888,20.7129,83.0727,22.2753
48.4187,50.4213,22.8163,77.6685,20.8008
36.2244,73.7729,59.9968,60.3657,30.2072
66.1248,54.1491,46.1057,62.9130,76.4664
58.4429,48.3452,34.7724,72.9056,64.7303
